Country,Coffee type,Metric,Year,value,is_imputed,population
Viet Nam,Robusta/Arabica,production_kg,1999.0,697860000.0,False,76287452.0
Viet Nam,Robusta/Arabica,production_kg,2000.0,890460000.0,False,77154011.0
Viet Nam,Robusta/Arabica,production_kg,2001.0,785580000.0,False,77969361.0
Viet Nam,Robusta/Arabica,production_kg,2002.0,694440000.0,False,78772224.0
Viet Nam,Robusta/Arabica,production_kg,2003.0,920220000.0,False,79563777.0
Viet Nam,Robusta/Arabica,production_kg,2004.0,862200000.0,False,80338971.0
Viet Nam,Robusta/Arabica,production_kg,2005.0,830520000.0,False,81088313.0
Viet Nam,Robusta/Arabica,production_kg,2006.0,1160400000.0,False,82167897.0
Viet Nam,Robusta/Arabica,production_kg,2007.0,984300000.0,False,83633375.0
Viet Nam,Robusta/Arabica,production_kg,2008.0,1106280000.0,False,85175788.0
Viet Nam,Robusta/Arabica,production_kg,2009.0,1069500000.0,False,86460018.0
Viet Nam,Robusta/Arabica,production_kg,2010.0,1200000000.0,False,87455152.0
Viet Nam,Robusta/Arabica,production_kg,2011.0,1590000000.0,False,88468314.0
Viet Nam,Robusta/Arabica,production_kg,2012.0,1404120000.0,False,89510356.0
Viet Nam,Robusta/Arabica,production_kg,2013.0,1656600000.0,False,90573104.0
Viet Nam,Robusta/Arabica,production_kg,2014.0,1634460000.0,False,91679578.0
Viet Nam,Robusta/Arabica,production_kg,2015.0,1865400000.0,False,92823254.0
Viet Nam,Robusta/Arabica,production_kg,2016.0,1669140000.0,False,94000117.0
Viet Nam,Robusta/Arabica,production_kg,2017.0,2005920000.0,False,95176977.0
Viet Nam,Robusta/Arabica,production_kg,2018.0,1816980000.0,False,96237319.0
Viet Nam,Robusta/Arabica,production_kg,2019.0,1829220000.0,False,97173776.0
